13,880000	17,390000	1
20,090000	22,400000	2
25,490000	29,800000	3
32,510000	37,050000	4
40,140000	42,200000	5
44,890000	47,160000	6
49,800000	52,900000	7
55,600000	58,960000	8
62,050000	64,370000	9
67,080000	70,080000	10
73,170000	76,700000	11
79,400000	83,580000	12
86,670000	89,960000	13
92,670000	95,290000	14
98,380000	102,320000	15
105,020000	108,080000	16
111,180000	113,880000	17
116,570000	118,960000	18
122,050000	126,240000	19
128,950000	132,470000	20
135,560000	140,300000	21
143,000000	150,550000	22
153,640000	156,900000	23
159,610000	163,470000	24
166,560000	171,990000	25
174,690000	180,040000	26
183,130000	187,650000	27
190,350000	195,320000	28
198,410000	202,370000	29
205,070000	209,530000	30
212,620000	216,720000	31
219,420000	223,950000	32
227,040000	230,490000	33
233,190000	237,270000	34
240,370000	243,280000	35
245,990000	248,570000	36
251,660000	255,340000	37
258,040000	261,900000	38
265,000000	269,240000	39
271,950000	276,790000	40
279,880000	283,190000	41
285,900000	288,920000	42
292,010000	298,190000	43
300,900000	307,290000	44
310,380000	316,910000	45
319,610000	326,640000	46
329,730000	333,960000	47
336,670000	341,360000	48
344,450000	348,400000	49
351,110000	355,310000	50
358,400000	367,030000	51
369,730000	379,080000	52
382,170000	387,450000	53
390,160000	396,330000	54
399,420000	402,150000	55
404,850000	407,410000	56
410,500000	413,800000	57
416,510000	420,440000	58
423,530000	426,390000	59
429,090000	432,730000	60
435,820000	439,070000	61
441,780000	444,800000	62
447,890000	451,700000	63
454,410000	458,980000	64
462,070000	466,120000	65
468,830000	473,130000	66
476,220000	481,980000	67
484,680000	490,170000	68
493,260000	496,470000	69
499,170000	501,660000	70
504,750000	508,050000	71
510,750000	513,090000	72
516,180000	517,950000	73
520,650000	522,750000	74
525,840000	529,180000	75
531,890000	535,300000	76
538,390000	542,580000	77
545,290000	550,360000	78
553,450000	558,990000	79
561,700000	567,570000	80
570,660000	575,060000	81
577,760000	582,550000	82
585,640000	589,070000	83
591,780000	594,520000	84
597,610000	604,050000	85
606,760000	613,160000	86
616,250000	618,880000	87
621,590000	624,210000	88
627,310000	635,270000	89
637,970000	645,540000	90
648,640000	652,610000	91
655,320000	658,730000	92
661,820000	666,050000	93
668,760000	672,520000	94
675,610000	682,470000	95
685,180000	693,140000	96
696,230000	700,010000	97
702,710000	705,590000	98
708,680000	715,330000	99
718,030000	723,410000	100
