13,900000	17,860000	1
20,570000	23,240000	2
26,330000	30,050000	3
32,740000	37,030000	4
40,120000	43,330000	5
46,030000	47,970000	6
51,060000	54,860000	7
57,550000	61,280000	8
64,370000	67,740000	9
70,440000	73,670000	10
76,760000	78,720000	11
81,410000	83,770000	12
86,860000	89,810000	13
92,510000	95,480000	14
98,570000	100,450000	15
103,140000	105,170000	16
108,260000	110,530000	17
113,240000	115,640000	18
118,730000	121,150000	19
123,840000	126,430000	20
129,520000	133,230000	21
135,920000	139,190000	22
142,280000	144,600000	23
147,290000	150,190000	24
153,280000	155,610000	25
158,300000	161,040000	26
164,130000	167,130000	27
169,830000	173,200000	28
176,290000	178,000000	29
180,690000	183,340000	30
186,430000	188,850000	31
191,540000	193,890000	32
196,980000	198,560000	33
201,250000	203,200000	34
206,290000	208,440000	35
211,130000	213,130000	36
216,220000	219,530000	37
222,230000	225,050000	38
228,140000	231,310000	39
234,000000	237,010000	40
240,100000	243,420000	41
246,120000	249,170000	42
252,260000	255,220000	43
257,910000	260,910000	44
264,000000	266,970000	45
269,690000	273,220000	46
276,310000	278,720000	47
281,410000	283,570000	48
286,660000	290,550000	49
293,240000	297,570000	50
300,660000	302,880000	51
305,580000	308,060000	52
311,150000	313,250000	53
315,940000	318,090000	54
321,180000	323,030000	55
325,720000	327,830000	56
330,920000	332,260000	57
334,950000	336,500000	58
339,590000	341,720000	59
344,410000	346,440000	60
349,530000	351,090000	61
353,770000	355,380000	62
358,470000	362,380000	63
365,080000	369,250000	64
372,340000	375,740000	65
378,440000	381,530000	66
384,620000	388,530000	67
391,230000	394,900000	68
397,990000	402,170000	69
404,880000	408,570000	70
411,660000	415,520000	71
418,220000	421,700000	72
424,790000	428,210000	73
430,900000	434,350000	74
437,440000	439,430000	75
442,140000	444,750000	76
447,840000	451,380000	77
454,080000	457,690000	78
460,780000	464,540000	79
467,230000	471,010000	80
474,100000	477,050000	81
479,740000	482,640000	82
485,730000	489,430000	83
492,120000	495,840000	84
498,930000	502,300000	85
504,990000	508,930000	86
512,020000	514,470000	87
517,160000	519,520000	88
522,610000	525,250000	89
527,940000	530,450000	90
533,540000	535,460000	91
538,150000	540,300000	92
543,390000	545,370000	93
548,070000	550,010000	94
553,100000	556,250000	95
558,940000	561,990000	96
565,080000	570,090000	97
572,780000	576,310000	98
579,400000	582,650000	99
585,340000	587,630000	100
