13,900000	17,430000	1
20,120000	22,710000	2
25,800000	30,560000	3
33,260000	37,180000	4
40,270000	44,540000	5
47,230000	52,680000	6
55,770000	57,590000	7
60,300000	61,840000	8
64,930000	66,950000	9
69,640000	71,830000	10
74,920000	77,630000	11
80,320000	83,040000	12
86,130000	87,670000	13
90,370000	92,020000	14
95,110000	97,550000	15
100,250000	102,670000	16
105,760000	108,410000	17
111,110000	113,680000	18
116,770000	119,150000	19
121,850000	124,390000	20
127,480000	128,730000	21
131,420000	132,800000	22
135,890000	138,840000	23
141,540000	144,960000	24
148,050000	149,500000	25
152,190000	153,870000	26
156,960000	159,870000	27
162,570000	165,450000	28
168,540000	169,740000	29
172,440000	173,760000	30
176,850000	178,940000	31
181,640000	184,080000	32
187,170000	188,660000	33
191,350000	192,710000	34
195,800000	197,000000	35
199,690000	201,240000	36
204,330000	206,640000	37
209,330000	212,200000	38
215,290000	216,800000	39
219,500000	221,070000	40
224,160000	226,910000	41
229,600000	233,150000	42
236,240000	239,400000	43
242,150000	245,660000	44
248,720000	252,090000	45
254,780000	258,940000	46
262,030000	266,630000	47
269,330000	273,900000	48
277,000000	280,530000	49
283,220000	286,300000	50
289,390000	292,730000	51
295,420000	298,050000	52
301,140000	303,500000	53
306,200000	308,530000	54
311,620000	314,100000	55
316,790000	319,370000	56
322,460000	325,570000	57
328,270000	331,340000	58
334,430000	336,480000	59
339,170000	341,650000	60
344,740000	347,680000	61
350,380000	353,090000	62
356,180000	358,820000	63
361,510000	364,260000	64
367,350000	370,520000	65
373,210000	376,520000	66
379,610000	382,380000	67
385,070000	387,670000	68
390,760000	393,860000	69
396,560000	400,170000	70
403,260000	406,650000	71
409,340000	413,390000	72
416,480000	418,350000	73
421,040000	423,250000	74
426,340000	428,390000	75
431,090000	433,350000	76
436,440000	439,040000	77
441,730000	445,120000	78
448,210000	450,510000	79
453,200000	455,710000	80
458,800000	461,530000	81
464,230000	466,910000	82
470,000000	472,770000	83
475,460000	478,460000	84
481,550000	485,230000	85
487,920000	491,700000	86
494,790000	498,540000	87
501,240000	505,140000	88
508,230000	509,540000	89
512,230000	513,900000	90
516,990000	519,630000	91
522,320000	526,220000	92
529,310000	533,680000	93
536,360000	540,780000	94
543,870000	546,140000	95
548,840000	551,350000	96
554,440000	556,750000	97
559,450000	561,760000	98
564,850000	567,120000	99
569,820000	572,730000	100
