13,900000	15,490000	1
18,180000	19,560000	2
22,650000	25,970000	3
28,660000	32,270000	4
35,360000	39,260000	5
41,950000	46,020000	6
49,110000	52,870000	7
55,560000	57,780000	8
60,870000	64,020000	9
66,710000	69,460000	10
72,550000	76,790000	11
79,480000	83,700000	12
86,790000	88,860000	13
91,550000	93,610000	14
96,700000	99,710000	15
102,400000	105,060000	16
108,150000	111,280000	17
113,970000	117,090000	18
120,180000	123,400000	19
126,090000	129,360000	20
132,450000	136,330000	21
139,040000	142,880000	22
145,970000	149,660000	23
152,350000	155,960000	24
159,190000	162,660000	25
165,350000	168,470000	26
171,560000	175,420000	27
178,120000	182,030000	28
185,120000	189,200000	29
191,890000	195,590000	30
198,680000	203,720000	31
206,420000	209,710000	32
212,800000	218,070000	33
220,760000	224,400000	34
227,490000	232,070000	35
234,770000	237,830000	36
240,920000	245,870000	37
248,560000	252,540000	38
255,630000	259,310000	39
262,000000	265,250000	40
268,350000	271,840000	41
274,530000	277,630000	42
280,710000	284,520000	43
287,210000	290,170000	44
293,250000	297,080000	45
299,780000	302,990000	46
306,080000	309,730000	47
312,420000	315,780000	48
318,870000	321,420000	49
324,110000	326,670000	50
329,760000	333,340000	51
336,030000	338,060000	52
341,150000	346,430000	53
349,120000	353,100000	54
356,190000	361,810000	55
364,500000	367,880000	56
370,970000	374,800000	57
377,500000	381,230000	58
384,320000	388,010000	59
390,700000	394,910000	60
398,000000	401,210000	61
403,910000	407,010000	62
410,100000	414,580000	63
417,280000	421,650000	64
424,740000	429,350000	65
432,040000	436,680000	66
439,840000	446,130000	67
448,170000	452,490000	68
455,580000	462,300000	69
464,990000	470,110000	70
473,200000	476,740000	71
479,430000	482,570000	72
485,660000	489,020000	73
491,710000	494,450000	74
497,540000	501,450000	75
504,140000	508,160000	76
511,250000	517,090000	77
519,790000	523,900000	78
526,990000	532,480000	79
535,170000	539,410000	80
542,460000	546,790000	81
549,480000	553,260000	82
556,350000	562,170000	83
564,870000	568,690000	84
571,780000	575,940000	85
578,630000	582,130000	86
585,220000	590,070000	87
592,760000	595,720000	88
598,810000	603,940000	89
606,640000	609,590000	90
612,680000	616,830000	91
619,520000	622,630000	92
625,720000	629,780000	93
632,480000	636,160000	94
639,250000	643,410000	95
646,100000	648,890000	96
651,980000	655,080000	97
657,770000	659,880000	98
662,970000	667,420000	99
670,110000	674,580000	100
